premise,hypothesis,trigger,trigger1,trigger2,presupposition,gold_label,UID,pairID,paradigmID,section
Samantha's French teacher might have impressed committees.,The girls has a French teacher.,modal,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1018n,53,presupposition_possessed_definites_existence
"If Samantha's French teacher did impress committees, it's okay.",Samantha has a French teacher.,conditional,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1019e,53,presupposition_possessed_definites_existence
"If Samantha's French teacher did impress committees, it's okay.",Samantha doesn't have a French teacher.,conditional,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1020c,53,presupposition_possessed_definites_existence
"If Samantha's French teacher did impress committees, it's okay.",The girls has a French teacher.,conditional,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1021n,53,presupposition_possessed_definites_existence
Samantha's French teacher didn't impress committees.,Samantha's French teacher did impress committees.,Not_In_Example,negated,unembedded,Not_In_Example,2,possessed_definites_existence,1022c,53,presupposition_possessed_definites_existence
Did Samantha's French teacher impress committees?,Samantha's French teacher did impress committees.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,possessed_definites_existence,1023n,53,presupposition_possessed_definites_existence
Samantha's French teacher might have impressed committees.,Samantha's French teacher did impress committees.,Not_In_Example,modal,unembedded,Not_In_Example,1,possessed_definites_existence,1024n,53,presupposition_possessed_definites_existence
"If Samantha's French teacher did impress committees, it's okay.",Samantha's French teacher did impress committees.,Not_In_Example,conditional,unembedded,Not_In_Example,1,possessed_definites_existence,1025n,53,presupposition_possessed_definites_existence
The teenager's couch does embarrass Peter.,The teenager has a couch.,unembedded,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1026e,54,presupposition_possessed_definites_existence
The teenager's couch does embarrass Peter.,The teenager doesn't have a couch.,unembedded,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1027c,54,presupposition_possessed_definites_existence
The teenager's couch does embarrass Peter.,Benjamin has a couch.,unembedded,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1028n,54,presupposition_possessed_definites_existence
The teenager's couch doesn't embarrass Peter.,The teenager has a couch.,negated,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1029e,54,presupposition_possessed_definites_existence
The teenager's couch doesn't embarrass Peter.,The teenager doesn't have a couch.,negated,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1030c,54,presupposition_possessed_definites_existence
The teenager's couch doesn't embarrass Peter.,Benjamin has a couch.,negated,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1031n,54,presupposition_possessed_definites_existence
Does the teenager's couch embarrass Peter?,The teenager has a couch.,interrogative,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1032e,54,presupposition_possessed_definites_existence
Does the teenager's couch embarrass Peter?,The teenager doesn't have a couch.,interrogative,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1033c,54,presupposition_possessed_definites_existence
Does the teenager's couch embarrass Peter?,Benjamin has a couch.,interrogative,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1034n,54,presupposition_possessed_definites_existence
The teenager's couch might embarrass Peter.,The teenager has a couch.,modal,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1035e,54,presupposition_possessed_definites_existence
The teenager's couch might embarrass Peter.,The teenager doesn't have a couch.,modal,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1036c,54,presupposition_possessed_definites_existence
The teenager's couch might embarrass Peter.,Benjamin has a couch.,modal,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1037n,54,presupposition_possessed_definites_existence
"If the teenager's couch does embarrass Peter, it's okay.",The teenager has a couch.,conditional,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1038e,54,presupposition_possessed_definites_existence
"If the teenager's couch does embarrass Peter, it's okay.",The teenager doesn't have a couch.,conditional,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1039c,54,presupposition_possessed_definites_existence
"If the teenager's couch does embarrass Peter, it's okay.",Benjamin has a couch.,conditional,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1040n,54,presupposition_possessed_definites_existence
The teenager's couch doesn't embarrass Peter.,The teenager's couch does embarrass Peter.,Not_In_Example,negated,unembedded,Not_In_Example,2,possessed_definites_existence,1041c,54,presupposition_possessed_definites_existence
Does the teenager's couch embarrass Peter?,The teenager's couch does embarrass Peter.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,possessed_definites_existence,1042n,54,presupposition_possessed_definites_existence
The teenager's couch might embarrass Peter.,The teenager's couch does embarrass Peter.,Not_In_Example,modal,unembedded,Not_In_Example,1,possessed_definites_existence,1043n,54,presupposition_possessed_definites_existence
"If the teenager's couch does embarrass Peter, it's okay.",The teenager's couch does embarrass Peter.,Not_In_Example,conditional,unembedded,Not_In_Example,1,possessed_definites_existence,1044n,54,presupposition_possessed_definites_existence
That woman's college campuses do astound those hospitals.,That woman has college campuses.,unembedded,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1045e,55,presupposition_possessed_definites_existence
That woman's college campuses do astound those hospitals.,That woman doesn't have college campuses.,unembedded,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1046c,55,presupposition_possessed_definites_existence
That woman's college campuses do astound those hospitals.,Raymond has college campuses.,unembedded,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1047n,55,presupposition_possessed_definites_existence
That woman's college campuses don't astound those hospitals.,That woman has college campuses.,negated,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1048e,55,presupposition_possessed_definites_existence
That woman's college campuses don't astound those hospitals.,That woman doesn't have college campuses.,negated,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1049c,55,presupposition_possessed_definites_existence
That woman's college campuses don't astound those hospitals.,Raymond has college campuses.,negated,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1050n,55,presupposition_possessed_definites_existence
Do that woman's college campuses astound those hospitals?,That woman has college campuses.,interrogative,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1051e,55,presupposition_possessed_definites_existence
Do that woman's college campuses astound those hospitals?,That woman doesn't have college campuses.,interrogative,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1052c,55,presupposition_possessed_definites_existence
Do that woman's college campuses astound those hospitals?,Raymond has college campuses.,interrogative,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1053n,55,presupposition_possessed_definites_existence
That woman's college campuses might astound those hospitals.,That woman has college campuses.,modal,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1054e,55,presupposition_possessed_definites_existence
That woman's college campuses might astound those hospitals.,That woman doesn't have college campuses.,modal,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1055c,55,presupposition_possessed_definites_existence
That woman's college campuses might astound those hospitals.,Raymond has college campuses.,modal,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1056n,55,presupposition_possessed_definites_existence
"If that woman's college campuses do astound those hospitals, it's okay.",That woman has college campuses.,conditional,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1057e,55,presupposition_possessed_definites_existence
"If that woman's college campuses do astound those hospitals, it's okay.",That woman doesn't have college campuses.,conditional,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1058c,55,presupposition_possessed_definites_existence
"If that woman's college campuses do astound those hospitals, it's okay.",Raymond has college campuses.,conditional,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1059n,55,presupposition_possessed_definites_existence
That woman's college campuses don't astound those hospitals.,That woman's college campuses do astound those hospitals.,Not_In_Example,negated,unembedded,Not_In_Example,2,possessed_definites_existence,1060c,55,presupposition_possessed_definites_existence
Do that woman's college campuses astound those hospitals?,That woman's college campuses do astound those hospitals.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,possessed_definites_existence,1061n,55,presupposition_possessed_definites_existence
That woman's college campuses might astound those hospitals.,That woman's college campuses do astound those hospitals.,Not_In_Example,modal,unembedded,Not_In_Example,1,possessed_definites_existence,1062n,55,presupposition_possessed_definites_existence
"If that woman's college campuses do astound those hospitals, it's okay.",That woman's college campuses do astound those hospitals.,Not_In_Example,conditional,unembedded,Not_In_Example,1,possessed_definites_existence,1063n,55,presupposition_possessed_definites_existence
Melanie's newspaper article did fall.,Melanie has a newspaper article.,unembedded,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1064e,56,presupposition_possessed_definites_existence
Melanie's newspaper article did fall.,Melanie doesn't have a newspaper article.,unembedded,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1065c,56,presupposition_possessed_definites_existence
Melanie's newspaper article did fall.,Katherine has a newspaper article.,unembedded,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1066n,56,presupposition_possessed_definites_existence
Melanie's newspaper article didn't fall.,Melanie has a newspaper article.,negated,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1067e,56,presupposition_possessed_definites_existence
Melanie's newspaper article didn't fall.,Melanie doesn't have a newspaper article.,negated,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1068c,56,presupposition_possessed_definites_existence
Melanie's newspaper article didn't fall.,Katherine has a newspaper article.,negated,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1069n,56,presupposition_possessed_definites_existence
Did Melanie's newspaper article fall?,Melanie has a newspaper article.,interrogative,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1070e,56,presupposition_possessed_definites_existence
Did Melanie's newspaper article fall?,Melanie doesn't have a newspaper article.,interrogative,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1071c,56,presupposition_possessed_definites_existence
Did Melanie's newspaper article fall?,Katherine has a newspaper article.,interrogative,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1072n,56,presupposition_possessed_definites_existence
Melanie's newspaper article might have fallen.,Melanie has a newspaper article.,modal,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1073e,56,presupposition_possessed_definites_existence
Melanie's newspaper article might have fallen.,Melanie doesn't have a newspaper article.,modal,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1074c,56,presupposition_possessed_definites_existence
Melanie's newspaper article might have fallen.,Katherine has a newspaper article.,modal,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1075n,56,presupposition_possessed_definites_existence
"If Melanie's newspaper article did fall, it's okay.",Melanie has a newspaper article.,conditional,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1076e,56,presupposition_possessed_definites_existence
"If Melanie's newspaper article did fall, it's okay.",Melanie doesn't have a newspaper article.,conditional,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1077c,56,presupposition_possessed_definites_existence
"If Melanie's newspaper article did fall, it's okay.",Katherine has a newspaper article.,conditional,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1078n,56,presupposition_possessed_definites_existence
Melanie's newspaper article didn't fall.,Melanie's newspaper article did fall.,Not_In_Example,negated,unembedded,Not_In_Example,2,possessed_definites_existence,1079c,56,presupposition_possessed_definites_existence
Did Melanie's newspaper article fall?,Melanie's newspaper article did fall.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,possessed_definites_existence,1080n,56,presupposition_possessed_definites_existence
Melanie's newspaper article might have fallen.,Melanie's newspaper article did fall.,Not_In_Example,modal,unembedded,Not_In_Example,1,possessed_definites_existence,1081n,56,presupposition_possessed_definites_existence
"If Melanie's newspaper article did fall, it's okay.",Melanie's newspaper article did fall.,Not_In_Example,conditional,unembedded,Not_In_Example,1,possessed_definites_existence,1082n,56,presupposition_possessed_definites_existence
Bill's teacher does hurt Maria.,Bill has a teacher.,unembedded,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1083e,57,presupposition_possessed_definites_existence
Bill's teacher does hurt Maria.,Bill doesn't have a teacher.,unembedded,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1084c,57,presupposition_possessed_definites_existence
Bill's teacher does hurt Maria.,Tiffany has a teacher.,unembedded,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1085n,57,presupposition_possessed_definites_existence
Bill's teacher doesn't hurt Maria.,Bill has a teacher.,negated,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1086e,57,presupposition_possessed_definites_existence
Bill's teacher doesn't hurt Maria.,Bill doesn't have a teacher.,negated,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1087c,57,presupposition_possessed_definites_existence
Bill's teacher doesn't hurt Maria.,Tiffany has a teacher.,negated,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1088n,57,presupposition_possessed_definites_existence
Does Bill's teacher hurt Maria?,Bill has a teacher.,interrogative,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1089e,57,presupposition_possessed_definites_existence
Does Bill's teacher hurt Maria?,Bill doesn't have a teacher.,interrogative,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1090c,57,presupposition_possessed_definites_existence
Does Bill's teacher hurt Maria?,Tiffany has a teacher.,interrogative,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1091n,57,presupposition_possessed_definites_existence
Bill's teacher might hurt Maria.,Bill has a teacher.,modal,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1092e,57,presupposition_possessed_definites_existence
Bill's teacher might hurt Maria.,Bill doesn't have a teacher.,modal,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1093c,57,presupposition_possessed_definites_existence
Bill's teacher might hurt Maria.,Tiffany has a teacher.,modal,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1094n,57,presupposition_possessed_definites_existence
"If Bill's teacher does hurt Maria, it's okay.",Bill has a teacher.,conditional,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1095e,57,presupposition_possessed_definites_existence
"If Bill's teacher does hurt Maria, it's okay.",Bill doesn't have a teacher.,conditional,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1096c,57,presupposition_possessed_definites_existence
"If Bill's teacher does hurt Maria, it's okay.",Tiffany has a teacher.,conditional,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1097n,57,presupposition_possessed_definites_existence
Bill's teacher doesn't hurt Maria.,Bill's teacher does hurt Maria.,Not_In_Example,negated,unembedded,Not_In_Example,2,possessed_definites_existence,1098c,57,presupposition_possessed_definites_existence
Does Bill's teacher hurt Maria?,Bill's teacher does hurt Maria.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,possessed_definites_existence,1099n,57,presupposition_possessed_definites_existence
Bill's teacher might hurt Maria.,Bill's teacher does hurt Maria.,Not_In_Example,modal,unembedded,Not_In_Example,1,possessed_definites_existence,1100n,57,presupposition_possessed_definites_existence
"If Bill's teacher does hurt Maria, it's okay.",Bill's teacher does hurt Maria.,Not_In_Example,conditional,unembedded,Not_In_Example,1,possessed_definites_existence,1101n,57,presupposition_possessed_definites_existence
Amy's dish does annoy Susan.,Amy has a dish.,unembedded,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1102e,58,presupposition_possessed_definites_existence
Amy's dish does annoy Susan.,Amy doesn't have a dish.,unembedded,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1103c,58,presupposition_possessed_definites_existence
Amy's dish does annoy Susan.,Allison has a dish.,unembedded,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1104n,58,presupposition_possessed_definites_existence
Amy's dish doesn't annoy Susan.,Amy has a dish.,negated,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1105e,58,presupposition_possessed_definites_existence
Amy's dish doesn't annoy Susan.,Amy doesn't have a dish.,negated,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1106c,58,presupposition_possessed_definites_existence
Amy's dish doesn't annoy Susan.,Allison has a dish.,negated,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1107n,58,presupposition_possessed_definites_existence
Does Amy's dish annoy Susan?,Amy has a dish.,interrogative,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1108e,58,presupposition_possessed_definites_existence
Does Amy's dish annoy Susan?,Amy doesn't have a dish.,interrogative,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1109c,58,presupposition_possessed_definites_existence
Does Amy's dish annoy Susan?,Allison has a dish.,interrogative,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1110n,58,presupposition_possessed_definites_existence
Amy's dish might annoy Susan.,Amy has a dish.,modal,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1111e,58,presupposition_possessed_definites_existence
Amy's dish might annoy Susan.,Amy doesn't have a dish.,modal,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1112c,58,presupposition_possessed_definites_existence
Amy's dish might annoy Susan.,Allison has a dish.,modal,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1113n,58,presupposition_possessed_definites_existence
"If Amy's dish does annoy Susan, it's okay.",Amy has a dish.,conditional,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1114e,58,presupposition_possessed_definites_existence
"If Amy's dish does annoy Susan, it's okay.",Amy doesn't have a dish.,conditional,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1115c,58,presupposition_possessed_definites_existence
"If Amy's dish does annoy Susan, it's okay.",Allison has a dish.,conditional,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1116n,58,presupposition_possessed_definites_existence
Amy's dish doesn't annoy Susan.,Amy's dish does annoy Susan.,Not_In_Example,negated,unembedded,Not_In_Example,2,possessed_definites_existence,1117c,58,presupposition_possessed_definites_existence
Does Amy's dish annoy Susan?,Amy's dish does annoy Susan.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,possessed_definites_existence,1118n,58,presupposition_possessed_definites_existence
Amy's dish might annoy Susan.,Amy's dish does annoy Susan.,Not_In_Example,modal,unembedded,Not_In_Example,1,possessed_definites_existence,1119n,58,presupposition_possessed_definites_existence
"If Amy's dish does annoy Susan, it's okay.",Amy's dish does annoy Susan.,Not_In_Example,conditional,unembedded,Not_In_Example,1,possessed_definites_existence,1120n,58,presupposition_possessed_definites_existence
Deanna's nephew did reference Homer.,Deanna has a nephew.,unembedded,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1121e,59,presupposition_possessed_definites_existence
Deanna's nephew did reference Homer.,Deanna doesn't have a nephew.,unembedded,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1122c,59,presupposition_possessed_definites_existence
Deanna's nephew did reference Homer.,Elizabeth has a nephew.,unembedded,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1123n,59,presupposition_possessed_definites_existence
Deanna's nephew didn't reference Homer.,Deanna has a nephew.,negated,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1124e,59,presupposition_possessed_definites_existence
Deanna's nephew didn't reference Homer.,Deanna doesn't have a nephew.,negated,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1125c,59,presupposition_possessed_definites_existence
Deanna's nephew didn't reference Homer.,Elizabeth has a nephew.,negated,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1126n,59,presupposition_possessed_definites_existence
Did Deanna's nephew reference Homer?,Deanna has a nephew.,interrogative,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1127e,59,presupposition_possessed_definites_existence
Did Deanna's nephew reference Homer?,Deanna doesn't have a nephew.,interrogative,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1128c,59,presupposition_possessed_definites_existence
Did Deanna's nephew reference Homer?,Elizabeth has a nephew.,interrogative,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1129n,59,presupposition_possessed_definites_existence
Deanna's nephew might have referenced Homer.,Deanna has a nephew.,modal,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1130e,59,presupposition_possessed_definites_existence
Deanna's nephew might have referenced Homer.,Deanna doesn't have a nephew.,modal,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1131c,59,presupposition_possessed_definites_existence
Deanna's nephew might have referenced Homer.,Elizabeth has a nephew.,modal,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1132n,59,presupposition_possessed_definites_existence
"If Deanna's nephew did reference Homer, it's okay.",Deanna has a nephew.,conditional,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1133e,59,presupposition_possessed_definites_existence
"If Deanna's nephew did reference Homer, it's okay.",Deanna doesn't have a nephew.,conditional,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1134c,59,presupposition_possessed_definites_existence
"If Deanna's nephew did reference Homer, it's okay.",Elizabeth has a nephew.,conditional,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1135n,59,presupposition_possessed_definites_existence
Deanna's nephew didn't reference Homer.,Deanna's nephew did reference Homer.,Not_In_Example,negated,unembedded,Not_In_Example,2,possessed_definites_existence,1136c,59,presupposition_possessed_definites_existence
Did Deanna's nephew reference Homer?,Deanna's nephew did reference Homer.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,possessed_definites_existence,1137n,59,presupposition_possessed_definites_existence
Deanna's nephew might have referenced Homer.,Deanna's nephew did reference Homer.,Not_In_Example,modal,unembedded,Not_In_Example,1,possessed_definites_existence,1138n,59,presupposition_possessed_definites_existence
"If Deanna's nephew did reference Homer, it's okay.",Deanna's nephew did reference Homer.,Not_In_Example,conditional,unembedded,Not_In_Example,1,possessed_definites_existence,1139n,59,presupposition_possessed_definites_existence
Ruth's movie theater did bore Lori.,Ruth has a movie theater.,unembedded,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1140e,60,presupposition_possessed_definites_existence
Ruth's movie theater did bore Lori.,Ruth doesn't have a movie theater.,unembedded,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1141c,60,presupposition_possessed_definites_existence
Ruth's movie theater did bore Lori.,Those patients has a movie theater.,unembedded,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1142n,60,presupposition_possessed_definites_existence
Ruth's movie theater didn't bore Lori.,Ruth has a movie theater.,negated,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1143e,60,presupposition_possessed_definites_existence
Ruth's movie theater didn't bore Lori.,Ruth doesn't have a movie theater.,negated,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1144c,60,presupposition_possessed_definites_existence
Ruth's movie theater didn't bore Lori.,Those patients has a movie theater.,negated,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1145n,60,presupposition_possessed_definites_existence
Did Ruth's movie theater bore Lori?,Ruth has a movie theater.,interrogative,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1146e,60,presupposition_possessed_definites_existence
Did Ruth's movie theater bore Lori?,Ruth doesn't have a movie theater.,interrogative,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1147c,60,presupposition_possessed_definites_existence
Did Ruth's movie theater bore Lori?,Those patients has a movie theater.,interrogative,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1148n,60,presupposition_possessed_definites_existence
Ruth's movie theater might have bored Lori.,Ruth has a movie theater.,modal,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1149e,60,presupposition_possessed_definites_existence
Ruth's movie theater might have bored Lori.,Ruth doesn't have a movie theater.,modal,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1150c,60,presupposition_possessed_definites_existence
Ruth's movie theater might have bored Lori.,Those patients has a movie theater.,modal,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1151n,60,presupposition_possessed_definites_existence
"If Ruth's movie theater did bore Lori, it's okay.",Ruth has a movie theater.,conditional,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1152e,60,presupposition_possessed_definites_existence
"If Ruth's movie theater did bore Lori, it's okay.",Ruth doesn't have a movie theater.,conditional,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1153c,60,presupposition_possessed_definites_existence
"If Ruth's movie theater did bore Lori, it's okay.",Those patients has a movie theater.,conditional,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1154n,60,presupposition_possessed_definites_existence
Ruth's movie theater didn't bore Lori.,Ruth's movie theater did bore Lori.,Not_In_Example,negated,unembedded,Not_In_Example,2,possessed_definites_existence,1155c,60,presupposition_possessed_definites_existence
Did Ruth's movie theater bore Lori?,Ruth's movie theater did bore Lori.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,possessed_definites_existence,1156n,60,presupposition_possessed_definites_existence
Ruth's movie theater might have bored Lori.,Ruth's movie theater did bore Lori.,Not_In_Example,modal,unembedded,Not_In_Example,1,possessed_definites_existence,1157n,60,presupposition_possessed_definites_existence
"If Ruth's movie theater did bore Lori, it's okay.",Ruth's movie theater did bore Lori.,Not_In_Example,conditional,unembedded,Not_In_Example,1,possessed_definites_existence,1158n,60,presupposition_possessed_definites_existence
Lissa's coat did embarrass Rhonda.,Lissa has a coat.,unembedded,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1159e,61,presupposition_possessed_definites_existence
Lissa's coat did embarrass Rhonda.,Lissa doesn't have a coat.,unembedded,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1160c,61,presupposition_possessed_definites_existence
Lissa's coat did embarrass Rhonda.,William has a coat.,unembedded,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1161n,61,presupposition_possessed_definites_existence
Lissa's coat didn't embarrass Rhonda.,Lissa has a coat.,negated,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1162e,61,presupposition_possessed_definites_existence
Lissa's coat didn't embarrass Rhonda.,Lissa doesn't have a coat.,negated,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1163c,61,presupposition_possessed_definites_existence
Lissa's coat didn't embarrass Rhonda.,William has a coat.,negated,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1164n,61,presupposition_possessed_definites_existence
Did Lissa's coat embarrass Rhonda?,Lissa has a coat.,interrogative,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1165e,61,presupposition_possessed_definites_existence
Did Lissa's coat embarrass Rhonda?,Lissa doesn't have a coat.,interrogative,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1166c,61,presupposition_possessed_definites_existence
Did Lissa's coat embarrass Rhonda?,William has a coat.,interrogative,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1167n,61,presupposition_possessed_definites_existence
Lissa's coat might have embarrassed Rhonda.,Lissa has a coat.,modal,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1168e,61,presupposition_possessed_definites_existence
Lissa's coat might have embarrassed Rhonda.,Lissa doesn't have a coat.,modal,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1169c,61,presupposition_possessed_definites_existence
Lissa's coat might have embarrassed Rhonda.,William has a coat.,modal,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1170n,61,presupposition_possessed_definites_existence
"If Lissa's coat did embarrass Rhonda, it's okay.",Lissa has a coat.,conditional,Not_In_Example,Not_In_Example,positive,0,possessed_definites_existence,1171e,61,presupposition_possessed_definites_existence
"If Lissa's coat did embarrass Rhonda, it's okay.",Lissa doesn't have a coat.,conditional,Not_In_Example,Not_In_Example,negated,2,possessed_definites_existence,1172c,61,presupposition_possessed_definites_existence
"If Lissa's coat did embarrass Rhonda, it's okay.",William has a coat.,conditional,Not_In_Example,Not_In_Example,neutral,1,possessed_definites_existence,1173n,61,presupposition_possessed_definites_existence
Lissa's coat didn't embarrass Rhonda.,Lissa's coat did embarrass Rhonda.,Not_In_Example,negated,unembedded,Not_In_Example,2,possessed_definites_existence,1174c,61,presupposition_possessed_definites_existence
